-38,15,-75,8,42,-64
30,24,78,13,-5,-83
-69,-78,-20,-55,84,-79
23,7,52,-13,88,-76
1,-44,-13,-18,-78,-94
15,-82,46,70,58,-49
-41,34,76,6,-59,56
-20,-64,-66,20,40,91
12,88,52,-58,-91,91
-64,19,-93,-3,-14,74
-20,-32,-89,87,45,38
-10,12,20,63,62,-97
-4,29,57,-41,16,-64
22,66,-84,-36,5,-77
-89,42,59,41,1,29
70,14,56,-72,-57,3
-37,56,-77,-85,-68,-95
52,-63,42,-27,95,64
17,-68,-49,-47,-98,61
-85,-24,65,-88,-37,-12
91,-16,89,-9,-57,7
-34,23,66,38,-43,12
61,-48,17,-68,26,35
11,6,-35,12,-3,74
-91,-100,49,-46,95,17
97,14,68,17,-51,-39
53,11,-59,-30,-48,34
76,-38,76,14,80,74
-26,-23,39,17,-43,-65
28,-60,41,88,-14,17
38,32,95,0,80,-51
60,-97,77,-5,-56,28
-88,84,90,-20,-20,-17
85,-57,78,-66,41,-61
-95,74,79,74,87,-3
-56,54,-5,88,54,-99
37,74,-70,-51,49,76
-49,-39,39,-53,56,39
-20,86,32,32,46,85
93,-31,50,68,48,40
-15,76,87,-99,-13,8
-37,-30,8,52,-61,-73
98,71,-59,94,48,-52
34,22,-30,95,96,53
-11,-32,91,3,-47,-19
-60,3,69,-99,-42,-97
36,-22,-86,-74,-25,-93
-82,-70,-2,45,-24,68
-59,87,56,-96,30,99
-49,-53,94,-55,84,10
-21,-11,46,71,20,36
13,-18,-56,-58,65,-11
73,-78,-48,45,-63,99
39,-52,-77,5,-27,-35
63,62,-19,-82,-6,-89
8,8,45,-66,-95,-20
-29,-92,97,-27,-52,-36
87,-23,65,32,64,-52
12,76,17,7,-83,88
10,4,93,30,-83,49
23,-94,23,-25,58,13
-85,-64,-78,-40,32,70
-27,-64,-95,-81,70,81
-62,90,-46,-30,-58,-57
54,14,47,-33,-92,-12
